source_type,source_url,source_capture_utc,jurisdiction,permit_or_record_id,record_status,record_date,record_date_iso,project_address,project_city,project_state,description_raw,contractor_name_raw,contractor_name_normalized,dedupe_key,lift_probability_score,score_hits,recency_ok
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231067,issued,12/26/19,2019-12-26,4633 N CENTRAL EXPY Ste:300,Dallas,TX,ERECT ATTACHED SIGN,"TURNER SIGN SYSTEMS \7110 BURNS ST, RICHLAND HILLS, TX 76118 /8172220033","turner sign systems \7110 burns st, richland hills, tx 76118 /8172220033",7ef4209cf8731be0a608922e280e483d734d93ee,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261083,issued,12/26/19,2019-12-26,2710 PIERCE ST,Dallas,TX,SERVICE RELEASE NO WORK,", , () -",", , () -",49949d7d22d915f9ca0fccde910da7bdbeda1ccf,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912214004,issued,12/26/19,2019-12-26,2570 W RED BIRD LN,Dallas,TX,ERECT DETACHED SIGN,"CORSICANA SIGN CRANE \6173 S I 45 E, CORSICANA, TX 75109 /9038727441","corsicana sign crane \6173 s i 45 e, corsicana, tx 75109 /9038727441",eba18eccf1c946fb4dfc3aa805e1c0ebab6c6d64,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912233044,issued,12/26/19,2019-12-26,102 N LLEWELLYN AVE,Dallas,TX,PERMANENT ELECTRICAL SERVICE,"VERTICOM 7901 AMBASSADOR ROW, DALLAS, TX 75247 (214) 741-6898","verticom 7901 ambassador row, dallas, tx 75247 (214) 741-6898",5781e1d33ef678b9181eaf09463f17df6fad15bb,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912191112,issued,12/26/19,2019-12-26,7319 BUCKNELL DR,Dallas,TX,nan,"BELLA VISTA COMPANY 8989 GARLAND RD, DALLAS, TX 75218 (214) 823-0033","bella vista 8989 garland rd, dallas, tx 75218 (214) 823-0033",e7bf9dc2742991eb6c48bc1e37caf48bed15ebb5,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263006,issued,12/26/19,2019-12-26,5616 PRESTON OAKS RD Ste:1706,Dallas,TX,INSTALL WATER HEATER,"MASTER TECH SERVICE CORP 11496 Luna Rd. # 450, Farmers Branch, TX 75234 (817) 251-4455","master tech service 11496 luna rd. # 450, farmers branch, tx 75234 (817) 251-4455",4c24baa3b80a3fbb91b15f1a7d366f1d124bcc75,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263009,issued,12/26/19,2019-12-26,7405 W NORTHWEST HWY,Dallas,TX,GAS RELAY OR REPAIR WITH TEST,"PUBLIC SERVICE PLUMBERS INC. 5610 DYER ST., DALLAS, TX 75206 (214) 363-4477","public service plumbers. 5610 dyer st., dallas, tx 75206 (214) 363-4477",be6c5a68e323845436860edf289154109b87f6a9,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912121090,issued,12/26/19,2019-12-26,901 MAIN ST Ste:7100,Dallas,TX,ACCESS CONTROL FOR ONE DOOR,"NATIONWIDE NETWORK TECHNOLOGIES, INC. 13635 GAMMA ROAD, FARMERS BRANCH, TX 75244 (972) 733-3390","nationwide network technologies,. 13635 gamma road, farmers branch, tx 75244 (972) 733-3390",f0a77e730ebb16ff9c0c520866ac188dd6d060e5,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263001,issued,12/26/19,2019-12-26,12137 CEDAR BEND DR,Dallas,TX,GAS RELAY OR REPAIR WITH TEST,"U.S. PLUMBING 116 Woodbridge Way, Mesquite, TX 75149 () -","u.s. plumbing 116 woodbridge way, mesquite, tx 75149 () -",f7d7d843e85b57be6389ae73e261c64907e387f1,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912233067,issued,12/26/19,2019-12-26,1053 W WHEATLAND RD,Dallas,TX,PERMANENT ELECTRICAL SERVICE,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578","b+t group holdings 1025 s. belt line road, suite 400, coppell, tx 75019 (469) 480-3578",8df2bf67d0988ee905dc0d99825dc2d73c9847ff,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261007,issued,12/26/19,2019-12-26,9727 PARKFORD DR,Dallas,TX,REMODEL,"MATT AND PAUL, LLC 6135 VICKERY BLVD, DALLAS, TX 75214 (214) 226-1186","matt and paul, 6135 vickery blvd, dallas, tx 75214 (214) 226-1186",09f741e3e0040bce80d4516000e3f1d744b23755,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263004,issued,12/26/19,2019-12-26,4738 MILL RUN RD,Dallas,TX,INSTALL WATER HEATER,"SAME DAY WATER HEATER LLC 1149 MATHIS AVE STE 204, FARMERS BRANCH, TX (214) 210-3504","same day water heater 1149 mathis ave ste 204, farmers branch, tx (214) 210-3504",bb079e61aecacdbfa427acddaeb887e8631f5dd2,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912214006,issued,12/26/19,2019-12-26,2570 W RED BIRD LN,Dallas,TX,ERECT DETACHED SIGN,"CORSICANA SIGN CRANE \6173 S I 45 E, CORSICANA, TX 75109 /9038727441","corsicana sign crane \6173 s i 45 e, corsicana, tx 75109 /9038727441",d50109236210286dd132ff53a8c5adefb5f5d55b,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912233055,issued,12/26/19,2019-12-26,3217 HERBERT ST,Dallas,TX,PERMANENT ELECTRICAL SERVICE,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578","b+t group holdings 1025 s. belt line road, suite 400, coppell, tx 75019 (469) 480-3578",6af691ea7db9e237df59f9e766378a5e3f4c20fe,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261003,issued,12/26/19,2019-12-26,5515 PALOMAR LN,Dallas,TX,DEMO SFD,"EVOTRAN, LLC","evotran,",64b35d01e7f1cf28121c5867bca79b971f3a1b28,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1910281059,issued,12/26/19,2019-12-26,12112 RYLIE CREST RD,Dallas,TX,FOUNDATION REPAIR,"GL HUNT COMPANY INC 4021 HWY 377 S, FORT WORTH, TX 76116 (817) 222-9253","gl hunt 4021 hwy 377 s, fort worth, tx 76116 (817) 222-9253",07759c73192bbfcde21325194f12f7f04c654c46,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912214005,issued,12/26/19,2019-12-26,17250 PRESTON RD,Dallas,TX,ERECT DETACHED SIGN,"CORSICANA SIGN CRANE \6173 S I 45 E, CORSICANA, TX 75109 /9038727441","corsicana sign crane \6173 s i 45 e, corsicana, tx 75109 /9038727441",aecb9c6a4973d527f346890d33285dbd4a6bd274,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263022,issued,12/26/19,2019-12-26,5525 VISTA MEADOW DR,Dallas,TX,UPGRADE EXISTING ELECTRICAL SERVICE,"BOX SYSTEMS ELECTRICAL CONTRACTORS P.O. Box 1425, Suite A, Roanoke, TX 76262 (469) 276-7541","box systems electrical contractors p.o. box 1425, suite a, roanoke, tx 76262 (469) 276-7541",3f73b318e61ed86ffa1f3d43e7d1c1a71affd9ae,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261069,issued,12/26/19,2019-12-26,7523 NORTHAVEN RD,Dallas,TX,DEMO SFD,BILLY L NABORS DEMOLITION,billy l nabors demolition,4a88c024461882a172dbad9f41efc5e9c235d86d,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263040,issued,12/26/19,2019-12-26,4056 ECHO GLEN DR,Dallas,TX,"SEWER RELAY, REPLACE WATER SERVICE, REPLACE WATER HEATER","KINGS CREEK INC DBA MR ROOTER PLUMBING 4250 SPRING VALLEY, FARMERS BRANCH, TX 75244 (214) 339-9000","kings creek dba mr rooter plumbing 4250 spring valley, farmers branch, tx 75244 (214) 339-9000",f18c37b85c8092a8ba1eb732f6c6a5d7d7ff3797,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912214007,issued,12/26/19,2019-12-26,2570 W RED BIRD LN,Dallas,TX,ERECT DETACHED SIGN,"CORSICANA SIGN CRANE \6173 S I 45 E, CORSICANA, TX 75109 /9038727441","corsicana sign crane \6173 s i 45 e, corsicana, tx 75109 /9038727441",9cc8d4aa39f3cc2b309b125a989fadf7078e97b9,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912203022,issued,12/26/19,2019-12-26,5900 LEWIS ST,Dallas,TX,GAS RELAY OR REPAIR WITH TEST,"ONE SOURCE PLUMBING 3839 MCKINNEY STE 155-815, DALLAS, TX 75204 (214) 375-2588","one source plumbing 3839 mckinney ste 155-815, dallas, tx 75204 (214) 375-2588",1d342b054fc59e5b5c0d723a9c0d9ef32691fb9f,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261002,issued,12/26/19,2019-12-26,4318 EAST SIDE AVE,Dallas,TX,ALCOHOL CERTIFICATION,"FRONT BURNER CATERING BEVERAGE HOLDING, LLC 5151 BELTLINE ROAD, SUITE 1200, DALLAS, TX 75254 (972) 803-3806","front burner catering beverage holding, 5151 beltline road, suite 1200, dallas, tx 75254 (972) 803-3806",7ca29c402c4b71d5bb15d9b66073d849db92218f,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912191111,issued,12/26/19,2019-12-26,7319 BUCKNELL DR,Dallas,TX,ADDITION TO SFD,"BELLA VISTA COMPANY 8989 GARLAND RD, DALLAS, TX 75218 (214) 823-0033","bella vista 8989 garland rd, dallas, tx 75218 (214) 823-0033",ff402b32a0dc2bad29f59f12a1e638001b7fbf0c,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912171103,issued,12/26/19,2019-12-26,10911 PETAL ST,Dallas,TX,ERECT ATTACHED SIGN,"GENLYTE CONTROLS \2413 S SHILOH RD, GARLAND, TX 75041 /9728403803","genlyte controls \2413 s shiloh rd, garland, tx 75041 /9728403803",538b5d96b6ac36f2b0aa9d4558ac8387513d6fcd,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912214001,issued,12/26/19,2019-12-26,17250 PRESTON RD,Dallas,TX,ERECT DETACHED SIGN,"CORSICANA SIGN CRANE \6173 S I 45 E, CORSICANA, TX 75109 /9038727441","corsicana sign crane \6173 s i 45 e, corsicana, tx 75109 /9038727441",4febb4e6e1247e605eb96d21b016078e8274ad62,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263034,issued,12/26/19,2019-12-26,6430 MALCOLM DR,Dallas,TX,REMODEL EXISTING PLUMBING,"DALLAS PLUMBING CO P O BOX 551648, DALLAS, TX 75355 (214) 340-6300","dallas plumbing co p o box 551648, dallas, tx 75355 (214) 340-6300",b139256c9d506f594ab9836342f1d6b2b0f54ff3,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261062,issued,12/26/19,2019-12-26,11332 WYATT ST,Dallas,TX,INSTALL DRIVE APPROACH AND CITY WALK,"GOOD SIGHT CONCRETE 1218 IOWA AVE, DALLAS, TX 75216 (214) 875-1540","good sight concrete 1218 iowa ave, dallas, tx 75216 (214) 875-1540",36923226ca7a7f2afd7e35434d95fe877147ffba,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263031,issued,12/26/19,2019-12-26,6606 PEMBERTON DR,Dallas,TX,REPLACE OR MODIFY EXISTING HVAC,"MEDLEY HTG AIR CONDITIONING 1108 WILTSHIRE DR, CARROLLTON, TX 75007 (972) 533-9942","medley htg air conditioning 1108 wiltshire dr, carrollton, tx 75007 (972) 533-9942",f813fee798098fe6f0eb753d226df549b8cb76f5,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261066,issued,12/26/19,2019-12-26,1543 SAN SABA DR,Dallas,TX,INSTALL DRIVE APPROACH ONLY,"ZANTOLLO CONCRETE 231 ANDERSON ST, WILMER, TX 75172 (972) 768-3793","zantollo concrete 231 anderson st, wilmer, tx 75172 (972) 768-3793",255d4dc6366b1a4ff0f30b9e36731cc1baa8e964,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912243017,issued,12/26/19,2019-12-26,9600 FOREST LN,Dallas,TX,ELECTRICAL REPAIRS,"CANO ELECTRIC INC 7607 Flagstone St., FORT WORTH, TX 76118 (682) 626-5311","cano electric 7607 flagstone st., fort worth, tx 76118 (682) 626-5311",8fa62d72e0eac6b2821014d280c73bc69ce507ec,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261059,issued,12/26/19,2019-12-26,11340 WYATT ST,Dallas,TX,REPLACE 30 FT OF CURB (30'X18' CURB & GUTTER),"GOOD SIGHT CONCRETE 1218 IOWA AVE, DALLAS, TX 75216 (214) 875-1540","good sight concrete 1218 iowa ave, dallas, tx 75216 (214) 875-1540",ed93594e7e20cae2ac2517bf6c5078eb8cf3d6e2,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912246001,issued,12/26/19,2019-12-26,6526 AZALEA LN,Dallas,TX,INSTALL LAWN SPRINKLER,"SPRINKLER DESIGN MOW P.O. BOX 462455, GARLAND, TX 75046-2455 (469) 831-7181","sprinkler design mow p.o. box 462455, garland, tx 75046-2455 (469) 831-7181",b667a0fcb348fdbdc46b63e93aa1a4c3dce51af2,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912262002,issued,12/26/19,2019-12-26,5729 PARKDALE DR,Dallas,TX,GAS TEST ATMOS,"LONE STAR PLUMBING 5601 NORTHFIELD , FORT WORTH, TX 76179 (817) 371-3370","lone star plumbing 5601 northfield , fort worth, tx 76179 (817) 371-3370",cb00e47c5d7e988631b33827f8d3886f7b7b43a0,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261074,issued,12/26/19,2019-12-26,1931 GREENVILLE AVE Ste:200,Dallas,TX,ERECT ATTACHED SIGN,"MASTER SIGN CO \5545 PARKDALE, DALLAS, TX 75227-3205 /2143884727","master sign co \5545 parkdale, dallas, tx 75227-3205 /2143884727",a7a4f4b128280032775136c0357e4dd93148084a,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1911271045,issued,12/26/19,2019-12-26,10641 STEPPINGTON DR,Dallas,TX,DRY STAUDPIPE UNDERGROUND REPLACEMENT,"VETTED FIRE PROTECTION 9494 OUT CROP, TERRELL, TX 75160 (214) 901-6304","vetted fire protection 9494 out crop, terrell, tx 75160 (214) 901-6304",b065d06307f83c3bfdd9d0c378d19c7982cc93ca,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1910281001,issued,12/26/19,2019-12-26,6919 TRAILCREST PL,Dallas,TX,FOUNDATION REPAIR,"GL HUNT COMPANY INC 4021 HWY 377 S, FORT WORTH, TX 76116 (817) 222-9253","gl hunt 4021 hwy 377 s, fort worth, tx 76116 (817) 222-9253",2404b0ff39ae1c82bdabadc8a95ff69098e7ab3d,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912133046,issued,12/26/19,2019-12-26,2020 SINGLETON BLVD,Dallas,TX,INSTALL ELECTRICAL FOR NEW CONTRUCTION OR ADDITION,"PRISM ELECTRIC INC 2985 MARKET STREET, GARLAND, TX 75041 (214) 380-5555","prism electric 2985 market street, garland, tx 75041 (214) 380-5555",6c094c7d681a8c9fca1cba5e6b014a6f11d3642b,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261088,issued,12/26/19,2019-12-26,4119 WALNUT GLEN PL,Dallas,TX,DEMO SFD,OLD TEXAS WOOD,old texas wood,13a044af0a680a736db36296d31efc0fa1fc956b,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912171100,issued,12/26/19,2019-12-26,10911 PETAL ST,Dallas,TX,ERECT ATTACHED SIGN,"GENLYTE CONTROLS \2413 S SHILOH RD, GARLAND, TX 75041 /9728403803","genlyte controls \2413 s shiloh rd, garland, tx 75041 /9728403803",c744235dd504301eecbf8fb5767004ba42cebf63,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1911135009,issued,12/26/19,2019-12-26,2702 S BUCKNER BLVD Ste:170,Dallas,TX,ERECT ATTACHED SIGN,"SMITH ELECTRIC \314 W. I30, Garland, TX 75043 /2143288797","smith electric \314 w. i30, garland, tx 75043 /2143288797",efe2be697ee5a5c4cb8279dd478076bd028d4c7e,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912243021,issued,12/26/19,2019-12-26,2777 N BUCKNER BLVD,Dallas,TX,GAS TEST,"H2O PLUMBING AND HOT WATER SYSTEMS 1500 CAPITAL AVE #101, PLANO, TX 75074 (972) 359-1555","h2o plumbing and hot water systems 1500 capital ave #101, plano, tx 75074 (972) 359-1555",6b0d481059c2a6fb34117b092ed71c1a91c16727,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263020,issued,12/26/19,2019-12-26,10700 WOODMEADOW PKWY,Dallas,TX,GAS TEST,"SERVICE RESPONSE TEAM . PO BOX 820706, RICHLAND HILLS, TX 75000 (972) 263-0142","service response team . po box 820706, richland hills, tx 75000 (972) 263-0142",6df18cbdc5eaea9e617ed65e6e8fe0513a378aaa,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1910281003,issued,12/26/19,2019-12-26,6403 MILITARY PKWY,Dallas,TX,FOUNDATION REPAIR,"GL HUNT COMPANY INC 4021 HWY 377 S, FORT WORTH, TX 76116 (817) 222-9253","gl hunt 4021 hwy 377 s, fort worth, tx 76116 (817) 222-9253",778a61b83c76bc9b7507f5bdda4123a3b10760af,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263008,issued,12/26/19,2019-12-26,1910 WICKMERE MEWS,Dallas,TX,GAS TEST,"JS PLUMBING 1001 DALWORTH DRIVE, MESQUITE, TX 75149 (972) 288-9238","js plumbing 1001 dalworth drive, mesquite, tx 75149 (972) 288-9238",a61de559881aede75632bb93dc3f53f1e92041b6,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912241004,issued,12/26/19,2019-12-26,2827 ROCHESTER ST,Dallas,TX,CONSTRUCT NEW SFD,"FERNANDO DIAZ 801 BECKLEYMEADE AVE, DALLAS, TX 75232 (214) 418-0889","fernando diaz 801 beckleymeade ave, dallas, tx 75232 (214) 418-0889",033117a09022b84a8a040df8cda7f07de6f2fcda,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912203011,issued,12/26/19,2019-12-26,9220 S CENTRAL EXPY,Dallas,TX,INSTALL ELECTRICAL FOR NEW CONTRUCTION OR ADDITION,"TEXAS OKLAHOMA ELECTRIC SERVICE, LLC dba TEXAS ELECTRICAL 11233 N. Stemmons Frwy #B, Dallas, TX 75229 (972) 437-8388","texas oklahoma electric service, dba texas electrical 11233 n. stemmons frwy #b, dallas, tx 75229 (972) 437-8388",d195434662a9c0d969c7c3b9045b75e915540340,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263035,issued,12/26/19,2019-12-26,6475 BROOKSHIRE DR,Dallas,TX,GAS TEST,"FIRST CHOICE SERVICES 205 KIOWA DR E, LAKE KIOWA, TX 76240 (512) 688-7662","first choice services 205 kiowa dr e, lake kiowa, tx 76240 (512) 688-7662",7eb6ce3773d4b14ba148f4d7d04e45601c14c44e,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263013,issued,12/26/19,2019-12-26,9823 LIMERICK DR,Dallas,TX,REMODEL EXISTING PLUMBING,"UNITED MECHANICAL PO BOX 551206, DALLAS, TX 75355 (214) 341-9300","united mechanical po box 551206, dallas, tx 75355 (214) 341-9300",1ad51211155ef645056390f31d77a9b93fd575f7,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912191054,issued,12/26/19,2019-12-26,6259 CUPERTINO TRL,Dallas,TX,INSTALL ROOF MOUNTED SOLAR PV SYSTEM,"SUNRUN INSTALLATION SERVICES INC 2940 N. State Highway 360, Suite 300, Grand Prairie, TX 75050 (469) 571-1594","sunrun installation services 2940 n. state highway 360, suite 300, grand prairie, tx 75050 (469) 571-1594",424e97f746f9386e94763e8b57ea096d5fee2aa2,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263029,issued,12/26/19,2019-12-26,9521 LOMA VISTA DR,Dallas,TX,REPLACE OR MODIFY EXISTING HVAC,"A #1 AIR 601 E CORPORATE, LEWISVILLE , TX 75057 (469) 948-1514","a #1 air 601 eorate, lewisville , tx 75057 (469) 948-1514",b1b72afa69e1c2a3976ccaaad656999357e8ef6a,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912263028,issued,12/26/19,2019-12-26,8616 TURTLE CREEK BLVD,Dallas,TX,INSTALL WATER HEATER,"BAKER BROTHERS PLUMBING AIR 2615 BIG TOWN BLVD, MESQUITE, TX 75150 (214) 324-8811","baker brothers plumbing air 2615 big town blvd, mesquite, tx 75150 (214) 324-8811",5db6f9b23a4b0cf805635bf534f07f6503793999,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261089,issued,12/26/19,2019-12-26,5639 ELLSWORTH AVE,Dallas,TX,REMOVE EXISTING ROOF AND INSTALL NEW ROOF,"STONE CANYON HANDYMAN CONTRACTOR 7324 GASTON AVE #124-262, DALLAS, TX 75214 (214) 763-2783","stone canyon handyman contractor 7324 gaston ave #124-262, dallas, tx 75214 (214) 763-2783",3559909d48341871bb586228f1173ddcff564eab,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912241021,issued,12/26/19,2019-12-26,110 S IRA AVE,Dallas,TX,ADDITION TO SFD,"CROSS CONSTRUCTION CONSULTING 413 S COCKRELL HILL RD, DALLAS, TX 75211 (214) 809-0066","cross construction consulting 413 s cockrell hill rd, dallas, tx 75211 (214) 809-0066",a4c75ba4205dd54ac6db70409da9759c0e0b784c,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912262003,issued,12/26/19,2019-12-26,9582 SPRING BRANCH DR,Dallas,TX,FOUNDATION REPAIR,"PERMA PIER FOUNDATION REPAIR P O BOX 202383, ARLINGTON, TX 76006 (214) 637-1444","perma pier foundation repair p o box 202383, arlington, tx 76006 (214) 637-1444",06e7dc99ff3aca60dfa1357ac10023acaf1073ab,2,issued_or_awarded_status,False
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912243022,issued,12/26/19,2019-12-26,8501 BRUTON RD,Dallas,TX,INSTALL NEW PLUMBING,"NORTH TEXAS PLUMBING 5816 Maurie Dr, Watauga, TX 76148 (817) 771-1634","north texas plumbing 5816 maurie dr, watauga, tx 76148 (817) 771-1634",c0d652d952043b29f5ee8e6d6034f24dcc0e7774,2,issued_or_awarded_status,False
