source_type,source_url,source_capture_utc,jurisdiction,permit_or_record_id,record_status,record_date,record_date_iso,project_address,project_city,project_state,description_raw,contractor_name_raw,contractor_name_normalized,dedupe_key,lift_probability_score,score_hits,recency_ok,contractor_domain,domain_resolution_source
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812261008,issued,12/26/18,2018-12-26,17950 PRESTON RD Ste:120,Dallas,TX,"INTERIOR REMODEL OF WAITING AREA, ADDING WALLS FOR NURSE STATION,","DNG CONSTRUCTION 139 S ELM STREET, KELLER, TX 76248 (214) 478-8312","dng construction 139 s elm street, keller, tx 76248 (214) 478-8312",cea3c1724494606ede9bc3baa59aa2bd82144551,4,"indoor_or_tight_access,issued_or_awarded_status",False,dng139selm.com|dng139selmdallas.com|dng-139-s.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812261009,issued,12/26/18,2018-12-26,17950 PRESTON RD Ste:120,Dallas,TX,"INTERIOR REMODEL OF WAITING AREA, ADDING WALLS FOR NURSE STATION,","DNG CONSTRUCTION 139 S ELM STREET, KELLER, TX 76248 (214) 478-8312","dng construction 139 s elm street, keller, tx 76248 (214) 478-8312",0448c9c2b9858b43e8aa923904f07f8f19f08c34,4,"indoor_or_tight_access,issued_or_awarded_status",False,dng139selm.com|dng139selmdallas.com|dng-139-s.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242009,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",697034133d4916c3084bd9bdb21c8bbf2cb5a5a9,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242010,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",96b98a01f6b3f3ddc923fedee8f32284095587d6,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242008,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",c69c0c69e79014fbc12a9c01101b5e08d14972c4,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242007,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",316138470f38e73793d22b10c34e4f915166793f,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242003,issued,12/24/19,2019-12-24,3156 HUDNALL ST,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",5683daf09aa0f084f22a8597616a871fb6e46bb5,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242001,issued,12/24/19,2019-12-24,5320 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",8ac298da05c5b8ca07d1111726baaadf12e1a0c4,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912241009,issued,12/24/19,2019-12-24,3720 WALNUT HILL LN Ste:205,Dallas,TX,GAS LINE FOR RTU,"DF PLUMBING 2656 WESTERN PARK DR, DALLAS, TX 75211 (214) 282-9892","df plumbing 2656 western park dr, dallas, tx 75211 (214) 282-9892",b9625a64a55a352cef56096ae05ccab585d1d521,4,"hvac_rooftop,issued_or_awarded_status",False,dfplumbing2656western.com|dfplumbing2656westerndallas.com|df-plumbing-2656.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242005,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",ab9d71204437f5b71dd967ff971eba155389ecd0,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242011,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",bd71c54d56f915af64727bac948de51bf376d8a2,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242002,issued,12/24/19,2019-12-24,3136 HUDNALL ST,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",8813a02b1ed57c2bdacac3a37bc1e0009436f2e2,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242004,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",a81b35383d56bb1238bc82d5162638ce27c62bcf,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242012,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",0650306bd3d44a3d876ba041882d850ddb3f512b,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242006,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",9fe622e06f7a7fc8f0033e6c62257e763b9bc132,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912242013,issued,12/24/19,2019-12-24,5414 CEDAR SPRINGS RD,Dallas,TX,SUB-METER ENTIRE BUILDING WITH NEW INTERIOR PANELS,"G H ELECTRIC 2504 SAN MARCUS AVE, DALLAS, TX 75228 (214) 319-7101","g h electric 2504 san marcus ave, dallas, tx 75228 (214) 319-7101",c13a2e3d94bc03da5a274166bdcb3767a6ca01d3,4,"indoor_or_tight_access,issued_or_awarded_status",False,ghelectric2504.com|ghelectric2504dallas.com|g-h-electric.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912241014,issued,12/24/19,2019-12-24,3720 WALNUT HILL LN Ste:217,Dallas,TX,GAS LINE FOR RTU,"DF PLUMBING 2656 WESTERN PARK DR, DALLAS, TX 75211 (214) 282-9892","df plumbing 2656 western park dr, dallas, tx 75211 (214) 282-9892",a6feea9f6b77eed92aa4b81ef9d4f7ab08a0811a,4,"hvac_rooftop,issued_or_awarded_status",False,dfplumbing2656western.com|dfplumbing2656westerndallas.com|df-plumbing-2656.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912241076,issued,12/24/19,2019-12-24,4311 OAK LAWN AVE Ste:325,Dallas,TX,INTERIOR REMODEL - EXPANDING AND TAKING OVER SUITE 300,"CORPORATE CONTRACTOR INC 3160 Commonwealth Drive, Suite 180, DALLAS, TX 75247 (214) 546-0573","corporate contractor 3160 commonwealth drive, suite 180, dallas, tx 75247 (214) 546-0573",7497e120aa12989a7b9dd122aea16cb976a6525e,4,"indoor_or_tight_access,issued_or_awarded_status",False,corporatecontractor3160commonwealth.com|corporatecontractor3160commonwealthdallas.com|corporate-contractor-3160.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1907011022,issued,12/24/19,2019-12-24,5657 MARINER DR,Dallas,TX,NEW CONSTRUCTION OF A PRIVATE AIRCRAFT HANGER.,"MCRIGHT-SMITH CONSTRUCTION, LLC 5000 LEGACY DRIVE, SUITE 460, PLANO, TX 75024 (972) 608-8988","mcright-smith construction, 5000 legacy drive, suite 460, plano, tx 75024 (972) 608-8988",c53cf73c70ecfac5dc5ae33792e36a7820a79240,6,"new_construction,issued_or_awarded_status",False,mcrightsmith5000legacydrive.com|mcrightsmith5000legacydrivedallas.com|mcrightsmith-5000-legacy.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1907011023,issued,12/24/19,2019-12-24,5657 MARINER DR,Dallas,TX,NEW CONSTRUCTION OF A PRIVATE AIRCRAFT HANGER.,"MCRIGHT-SMITH CONSTRUCTION, LLC 5000 LEGACY DRIVE, SUITE 460, PLANO, TX 75024 (972) 608-8988","mcright-smith construction, 5000 legacy drive, suite 460, plano, tx 75024 (972) 608-8988",93b66da9e4e67f18b90b41fb64db7ec8aa461f50,6,"new_construction,issued_or_awarded_status",False,mcrightsmith5000legacydrive.com|mcrightsmith5000legacydrivedallas.com|mcrightsmith-5000-legacy.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1907011025,issued,12/24/19,2019-12-24,5657 MARINER DR,Dallas,TX,NEW CONSTRUCTION OF A PRIVATE AIRCRAFT HANGER.,"MCRIGHT-SMITH CONSTRUCTION, LLC 5000 LEGACY DRIVE, SUITE 460, PLANO, TX 75024 (972) 608-8988","mcright-smith construction, 5000 legacy drive, suite 460, plano, tx 75024 (972) 608-8988",112e5ee4b2e6f31a13140d60385cc187a1901885,6,"new_construction,issued_or_awarded_status",False,mcrightsmith5000legacydrive.com|mcrightsmith5000legacydrivedallas.com|mcrightsmith-5000-legacy.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912241098,issued,12/24/19,2019-12-24,3539 MORRIS ST,Dallas,TX,INTERIOR REMODEL / REROOF,"BUILDER PLUS 12153 TOFFEE, FORT WORTH, TX 76244 (972) 480-1513","builder plus 12153 toffee, fort worth, tx 76244 (972) 480-1513",098a44198fd9e4dec3a7a421f314f9f2593e3a17,4,"indoor_or_tight_access,issued_or_awarded_status",False,builderplus12153toffee.com|builderplus12153toffeedallas.com|builder-plus-12153.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912241013,issued,12/24/19,2019-12-24,3720 WALNUT HILL LN Ste:209,Dallas,TX,GAS LINE FOR RTU,"DF PLUMBING 2656 WESTERN PARK DR, DALLAS, TX 75211 (214) 282-9892","df plumbing 2656 western park dr, dallas, tx 75211 (214) 282-9892",7ddd4ebb290abd94fef699f1b458a8c9d09b0f27,4,"hvac_rooftop,issued_or_awarded_status",False,dfplumbing2656western.com|dfplumbing2656westerndallas.com|df-plumbing-2656.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912241011,issued,12/24/19,2019-12-24,3720 WALNUT HILL LN Ste:203,Dallas,TX,GAS LINE FOR RTU,"DF PLUMBING 2656 WESTERN PARK DR, DALLAS, TX 75211 (214) 282-9892","df plumbing 2656 western park dr, dallas, tx 75211 (214) 282-9892",d587ede424beed64ee9b0ff3afbe26bd52e57cd7,4,"hvac_rooftop,issued_or_awarded_status",False,dfplumbing2656western.com|dfplumbing2656westerndallas.com|df-plumbing-2656.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1907011021,issued,12/24/19,2019-12-24,5657 MARINER DR,Dallas,TX,NEW CONSTRUCTION OF A PRIVATE AIRCRAFT HANGER.,"MCRIGHT-SMITH CONSTRUCTION, LLC 5000 LEGACY DRIVE, SUITE 460, PLANO, TX 75024 (972) 608-8988","mcright-smith construction, 5000 legacy drive, suite 460, plano, tx 75024 (972) 608-8988",9609397ffda3d38f05806c01ea452f50f12f5ea9,6,"new_construction,issued_or_awarded_status",False,mcrightsmith5000legacydrive.com|mcrightsmith5000legacydrivedallas.com|mcrightsmith-5000-legacy.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912241078,issued,12/24/19,2019-12-24,1132 CEDAR HILL AVE,Dallas,TX,"INTERIOR & EXTERIOR REMODEL, NO ADDITION","COURTLAND HOMES 7154 SHOOK AVE , DALLAS, TX 75214 (214) 536-4554","courtland homes 7154 shook ave , dallas, tx 75214 (214) 536-4554",3cbc89f43281865500ec045898efa5df3237b27e,4,"indoor_or_tight_access,issued_or_awarded_status",False,courtlandhomes7154shook.com|courtlandhomes7154shookdallas.com|courtland-homes-7154.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1907011024,issued,12/24/19,2019-12-24,5657 MARINER DR,Dallas,TX,NEW CONSTRUCTION OF A PRIVATE AIRCRAFT HANGER.,"MCRIGHT-SMITH CONSTRUCTION, LLC 5000 LEGACY DRIVE, SUITE 460, PLANO, TX 75024 (972) 608-8988","mcright-smith construction, 5000 legacy drive, suite 460, plano, tx 75024 (972) 608-8988",a36b82fa3b06322181c3b5959e0af8421597df4f,6,"new_construction,issued_or_awarded_status",False,mcrightsmith5000legacydrive.com|mcrightsmith5000legacydrivedallas.com|mcrightsmith-5000-legacy.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1811141066,issued,12/24/18,2018-12-24,4906 MAPLE AVE,Dallas,TX,INTERIOR REMODEL ONLY,"CATCON LLC 7920 BELT LINE, #150, DALLAS, TX 75254 (469) 274-3438","catcon 7920 belt line, #150, dallas, tx 75254 (469) 274-3438",3db8f8c0f67b998dd8229a43a5a1e8b6bfc01606,4,"indoor_or_tight_access,issued_or_awarded_status",False,catcon7920beltline.com|catcon7920beltlinedallas.com|catcon-7920-belt.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812241003,issued,12/24/18,2018-12-24,4800 COLUMBIA AVE Ste:100,Dallas,TX,WHITEBOX-REMOVAL OF ALL INTERIOR NON-BEARING WALLS ONLY-NO BUILD,"KTWO CONSTRUCTION LLC 990 GRINDSTONE RD, BROCK, TX 76087 (817) 205-7728","ktwo construction 990 grindstone rd, brock, tx 76087 (817) 205-7728",ac3c3287258af48217e6dde39edc783da9098732,4,"indoor_or_tight_access,issued_or_awarded_status",False,ktwo990grindstonerd.com|ktwo990grindstonerddallas.com|ktwo-990-grindstone.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231013,issued,12/23/19,2019-12-23,5432 BENT TREE DR,Dallas,TX,"INTERIOR REMODEL OF FIRST AND SECOND FLOOR, CHANGE OUT REAR DOOR","DSL CONSTRUCTION 4516 LOVERS LANE #138, DALLAS , TX 75225 (214) 801-2866","dsl construction 4516 lovers lane #138, dallas , tx 75225 (214) 801-2866",2f19cb0603ac4ec6cc9f5b895d614e71a2142903,4,"indoor_or_tight_access,issued_or_awarded_status",False,dsl4516loverslane.com|dsl4516loverslanedallas.com|dsl-4516-lovers.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1908291122,issued,12/23/19,2019-12-23,7015 HOLLY HILL DR,Dallas,TX,INTERIOR REMODEL TO REDUCE SQUARE FOOTAGE OF 7015 AND INCREASE 70,"EBRO CONSULTANTS DESIGN 12484 ABRAMS RD #1924, DALLAS, TX 75243 (214) 772-5618","ebro consultants design 12484 abrams rd #1924, dallas, tx 75243 (214) 772-5618",21e8a96834014116ad3dcdd2c4fc5c137f2ef039,4,"indoor_or_tight_access,issued_or_awarded_status",False,ebroconsultantsdesign12484.com|ebroconsultantsdesign12484dallas.com|ebro-consultants-design.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1911081016,issued,12/23/19,2019-12-23,6060 N CENTRAL EXPY Ste:400,Dallas,TX,INTERIOR REMODEL 4TH FLOOR,"SCOTT REID 17300 DALLAS PKWY, SUITE 2000, DALLAS, TX 75248 (469) 374-3400","scott reid 17300 dallas pkwy, suite 2000, dallas, tx 75248 (469) 374-3400",ee1d393d4485e2c30c1fd565f9e4b8237140a43b,4,"indoor_or_tight_access,issued_or_awarded_status",False,scottreid17300dallas.com|scott-reid-17300.com|scott-reid-17300dallas.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231106,issued,12/23/19,2019-12-23,10615 ALEDO DR,Dallas,TX,INTERIOR / EXTERIOR REMODEL - GARAGE CONVERSION,"PRESTIGE HOMEBUILDERS LLC 6240 TARLTON DR, FRISCO, TX 75035 (469) 235-4906","prestige homebuilders 6240 tarlton dr, frisco, tx 75035 (469) 235-4906",1a4832896b856f3cb98dc813db60a64f8c68ff6d,4,"indoor_or_tight_access,issued_or_awarded_status",False,prestigehomebuilders6240tarlton.com|prestigehomebuilders6240tarltondallas.com|prestige-homebuilders-6240.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231037,issued,12/23/19,2019-12-23,16980 DALLAS PKWY Ste:102,Dallas,TX,INTERIOR REMODEL ONLY,"MILESTONE CONSTRUCTION INC 1406 HALSEY WAY, STE 124, CARROLLTON, TX 75007 (972) 446-0918","milestone construction 1406 halsey way, ste 124, carrollton, tx 75007 (972) 446-0918",ee28517639f13bd37a2ac500e6018efe717a6afa,4,"indoor_or_tight_access,issued_or_awarded_status",False,milestone1406halseyway.com|milestone1406halseywaydallas.com|milestone-1406-halsey.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231144,issued,12/23/19,2019-12-23,6547 BROOK LAKE DR,Dallas,TX,INTERIOR AND EXTERIOR REMODEL,"SUNFLOWER DESIGNS, LLC 412 Elm Creek Drive, Mckinney, Tx 75071 (469) 441-9611","sunflower designs, 412 elm creek drive, mckinney, tx 75071 (469) 441-9611",bb012b53fd1b0cf5e900eab26ecb5f132ef715c6,4,"indoor_or_tight_access,issued_or_awarded_status",False,sunflowerdesigns412elm.com|sunflowerdesigns412elmdallas.com|sunflower-designs-412.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231121,issued,12/23/19,2019-12-23,2818 W 8TH ST,Dallas,TX,INTERIOR/EXTERIOR REMODEL,"JR HAMMEL CONST SVS 3026 Mockingbird Ln Ste 115, DALLAS, TX 75205 (214) 882-2140","jr hammel const svs 3026 mockingbird ln ste 115, dallas, tx 75205 (214) 882-2140",3fdb4d0a7a3de29ee35105646f9367dbfb1deea1,4,"indoor_or_tight_access,issued_or_awarded_status",False,jrhammelconstsvs.com|jrhammelconstsvsdallas.com|jr-hammel-const.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231130,issued,12/23/19,2019-12-23,6116 N CENTRAL EXPY Ste:1100,Dallas,TX,INTERIOR REMODEL ONLY,"MEDPAINT, LLC 3810 INWOOD RD #207, DALLAS, TX 75209 (214) 621-7319","medpaint, 3810 inwood rd #207, dallas, tx 75209 (214) 621-7319",bdd505d72ab4839741dd40fee059ac123b41303e,4,"indoor_or_tight_access,issued_or_awarded_status",False,medpaint3810inwoodrd.com|medpaint3810inwoodrddallas.com|medpaint-3810-inwood.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231003,issued,12/23/19,2019-12-23,1801 N LAMAR ST Ste:100,Dallas,TX,INTERIOR REMODEL FINISH-OUT FOR NEW TENANT,"TRAIL RIDGE CONSTRUCTION MANAGEMENT, LLC 5301 Alpha RD , Suite 80-217, Dallas, TX 75240 (469) 766-6225","trail ridge construction management, 5301 alpha rd , suite 80-217, dallas, tx 75240 (469) 766-6225",0995960830ef0934e5836ec36e9fe9ef3c670019,4,"indoor_or_tight_access,issued_or_awarded_status",False,trailridgemanagement5301.com|trailridgemanagement5301dallas.com|trail-ridge-management.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912126075,issued,12/23/19,2019-12-23,2626 MAIN ST,Dallas,TX,INTERIOR REMODEL ONLY,"AUGUST CONSTRUCTION SOLUTIONS, INC 444 S BLOUNT ST , SUITE 115A, RALEIGH, NC 27601 (919) 839-6136","august construction solutions, 444 s blount st , suite 115a, raleigh, nc 27601 (919) 839-6136",35ab2083153102224537aa701255866b096bdd16,4,"indoor_or_tight_access,issued_or_awarded_status",False,august444sblount.com|august444sblountdallas.com|august-444-s.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231015,issued,12/23/19,2019-12-23,10103 CRESTOVER CIR,Dallas,TX,"INTERIOR REMODEL ,EXTERIOR SAME SIZE WINDOW REPLACEMENT AND REROO",", , () -",", , () -",2d1693b705d9d1ea9641ae67c25493e97dac41bb,4,"indoor_or_tight_access,issued_or_awarded_status",False,,unresolved
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231129,issued,12/23/19,2019-12-23,11220 VALLEYDALE DR,Dallas,TX,INTERIOR REMODEL ONLY,"JK CHERRY INC 3306 FM 824, HONEY GROVE, TX 75446 (972) 670-7843","jk cherry 3306 fm 824, honey grove, tx 75446 (972) 670-7843",98b0a5b6d3f23b036ad490a588735f0636cd82da,4,"indoor_or_tight_access,issued_or_awarded_status",False,jkcherry3306fm.com|jkcherry3306fmdallas.com|jk-cherry-3306.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912201032,issued,12/23/19,2019-12-23,7832 SOUTHWESTERN BLVD,Dallas,TX,INTERIOR REMODEL ONLY,"GARY MORRIS 626 DOWNING DR, RICHARDSON, TX 75080 (214) 284-8956","gary morris 626 downing dr, richardson, tx 75080 (214) 284-8956",6f34970f2bd92cf95bd643ba3091b7d899f2619d,4,"indoor_or_tight_access,issued_or_awarded_status",False,garymorris626downing.com|garymorris626downingdallas.com|gary-morris-626.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912131045,issued,12/23/19,2019-12-23,13760 NOEL RD Ste:1020,Dallas,TX,INTERIOR REMODEL,"DALLAS CONSTRUCTORS INC. 2603 del largo way , FRISCO, TX 75033 (972) 620-2327","dallas constructors. 2603 del largo way , frisco, tx 75033 (972) 620-2327",5f3ef1bf522d94aba0c059bbb0ec8021adf0b845,4,"indoor_or_tight_access,issued_or_awarded_status",False,dallas2603dellargo.com|dallas-2603-del.com|dallas2603.com,enrichment_generated
